organization_id, org_name, site_id, site_name, latitude, longitude, elevation, measured_on, aerosols:userid,aerosols:measured at,aerosols:solar measured at,aerosols:solar noon at,aerosols:observed sky color,aerosols:observed sky clarity,aerosols:associated remote sensor,aerosols:remote sensor overflight time,aerosols:remote sensor maximum elevation angle (deg),aerosols:aerosol photometer type,aerosols:aerosol photometer serial number,aerosols:aerosol optical thickness at 505nm,aerosols:transmission percent at 505nm,aerosols:wavelength data,aerosols:comments,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,03-11-2015,3085815,2015-11-03T17:27:00,2015-11-03T11:13:00,2015-11-03T18:15:00,,,,,,voltage derived,R7A-466,0.0626,93.93191262,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0626, transmission_percent: 93.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0219, transmission_percent: 97.8)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,18-11-2015,3085815,2015-11-18T18:30:00,2015-11-18T12:14:00,2015-11-18T18:16:00,,,,,,voltage derived,R7A-466,0.0377,96.30017981,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0377, transmission_percent: 96.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0411, transmission_percent: 96.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-11-2015,3085815,2015-11-22T11:45:00,2015-11-22T05:28:00,2015-11-22T18:17:00,,clear,,,,voltage derived,RG8-381,-0.2134,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2134, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1163, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-11-2015,3085815,2015-11-22T19:23:00,2015-11-22T13:06:00,2015-11-22T18:17:00,,clear,,,,voltage derived,RG8-381,0.0291,97.13193277,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0291, transmission_percent: 97.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0730, transmission_percent: 93.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,03-12-2015,3085815,2015-12-03T17:31:00,2015-12-03T11:10:00,2015-12-03T18:21:00,,clear,,,,voltage derived,RG8-381,0.0228,97.74579558,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0228, transmission_percent: 97.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0778, transmission_percent: 92.5)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,04-12-2015,3085815,2015-12-04T18:16:00,2015-12-04T11:54:00,2015-12-04T18:21:00,,clear,,,,voltage derived,RG8-381,0.0391,96.16545389,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0391, transmission_percent: 96.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0706, transmission_percent: 93.2)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,07-12-2015,3085815,2015-12-07T19:24:00,2015-12-07T13:01:00,2015-12-07T18:23:00,,clear,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1682, transmission_percent: 84.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0889, transmission_percent: 91.5)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,08-12-2015,3085815,2015-12-08T18:15:00,2015-12-08T11:51:00,2015-12-08T18:23:00,,clear,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1461, transmission_percent: 86.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0635, transmission_percent: 93.8)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T20:36:00,2016-09-22T14:13:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.2441, transmission_percent: 78.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.4871, transmission_percent: 61.4)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T22:39:00,2016-09-22T16:16:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,RG8-381,0.935,39.25858655,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.9350, transmission_percent: 39.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.9093, transmission_percent: 40.4)]",clouds obscured last reading,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T22:57:00,2016-09-22T16:34:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,R7A-466,0.6302,53.24852933,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.6302, transmission_percent: 53.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6670, transmission_percent: 51.3)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T22:58:00,2016-09-22T16:35:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,RG8-381,0.7108,49.12510394,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.7108, transmission_percent: 49.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6818, transmission_percent: 50.6)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T22:59:00,2016-09-22T16:36:00,2016-09-22T18:24:00,blue,somewhat hazy,,,,voltage derived,RG8-704,0.3182,72.74572824,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.3182, transmission_percent: 72.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1635, transmission_percent: 84.9)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T23:02:00,2016-09-22T16:39:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,RG8-381,0.674,50.96658317,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.6740, transmission_percent: 51.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6433, transmission_percent: 52.6)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2016,3085815,2016-09-22T23:03:00,2016-09-22T16:40:00,2016-09-22T18:24:00,blue,clear,,,,voltage derived,RG8-704,0.2982,74.21528943,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2982, transmission_percent: 74.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1538, transmission_percent: 85.7)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,12-09-2017,3085815,2017-09-12T05:34:00,2017-09-11T23:06:00,2017-09-12T18:28:00,,,,,,voltage derived,RG8-381,-0.7882,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.7882, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.4677, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,12-09-2017,3085815,2017-09-12T22:00:00,2017-09-12T15:32:00,2017-09-12T18:28:00,,,,,,voltage derived,RG8-381,0.4912,61.18916834,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.4912, transmission_percent: 61.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2211, transmission_percent: 80.2)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,12-09-2017,3085815,2017-09-12T22:35:00,2017-09-12T16:07:00,2017-09-12T18:28:00,,,,,,voltage derived,RG8-1003,0.2225,80.05150068,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2225, transmission_percent: 80.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1613, transmission_percent: 85.1)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,13-09-2017,3085815,2017-09-13T00:22:00,2017-09-12T17:55:00,2017-09-13T18:27:00,,,,,,voltage derived,RG8-704,-0.0511,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0511, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0440, transmission_percent: 95.7)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,16-10-2017,3085815,2017-10-16T06:30:00,2017-10-16T00:14:00,2017-10-16T18:17:00,,,,,,voltage derived,RG8-381,-0.3798,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.3798, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.2654, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,17-10-2017,3085815,2017-10-17T16:40:00,2017-10-17T10:25:00,2017-10-17T18:17:00,,,,,,voltage derived,RG8-381,0.08,92.31163464,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0800, transmission_percent: 92.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1457, transmission_percent: 86.4)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,18-10-2017,3085815,2017-10-18T16:30:00,2017-10-18T10:15:00,2017-10-18T18:16:00,,,,,,voltage derived,RG8-381,0.0336,96.69582106,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0336, transmission_percent: 96.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0750, transmission_percent: 92.8)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,23-10-2017,3085815,2017-10-23T15:45:00,2017-10-23T09:31:00,2017-10-23T18:16:00,,,,,,voltage derived,RG8-381,0.0338,96.67648383,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0338, transmission_percent: 96.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0888, transmission_percent: 91.5)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,24-10-2017,3085815,2017-10-24T14:20:00,2017-10-24T08:06:00,2017-10-24T18:15:00,,,,,,voltage derived,RG8-381,0.0547,94.67691361,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0547, transmission_percent: 94.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1019, transmission_percent: 90.3)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,25-10-2017,3085815,2017-10-25T16:42:00,2017-10-25T10:28:00,2017-10-25T18:15:00,,,,,,voltage derived,RG8-381,0.0254,97.49198661,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0254, transmission_percent: 97.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0742, transmission_percent: 92.9)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,25-10-2017,3085815,2017-10-25T18:28:00,2017-10-25T12:14:00,2017-10-25T18:15:00,,,,,,voltage derived,RG8-1003,0.03,97.04455335,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0300, transmission_percent: 97.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.2200, transmission_percent: 99.5)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,26-10-2017,3085815,2017-10-26T16:50:00,2017-10-26T10:36:00,2017-10-26T18:15:00,,,,,,voltage derived,RG8-381,0.0375,96.31944177,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0375, transmission_percent: 96.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0849, transmission_percent: 91.9)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,30-10-2017,3085815,2017-10-30T16:27:00,2017-10-30T10:13:00,2017-10-30T18:15:00,,,,,,voltage derived,RG8-381,0.0313,96.9184774,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0313, transmission_percent: 96.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0896, transmission_percent: 91.4)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,02-12-2017,3085815,2017-12-02T17:00:00,2017-12-02T10:39:00,2017-12-02T18:21:00,,,,,,voltage derived,RG8-1003,0.1676,84.56920439,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1676, transmission_percent: 84.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1293, transmission_percent: 87.9)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,25-09-2018,3085815,2018-09-25T19:23:00,2018-09-25T13:01:00,2018-09-25T18:23:00,,,,,,voltage derived,R7A-464,0.0793,92.3762754,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0793, transmission_percent: 92.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0416, transmission_percent: 96.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,02-10-2018,3085815,2018-10-02T19:00:00,2018-10-02T12:40:00,2018-10-02T18:21:00,,,,,,voltage derived,R7A-464,0.0803,92.2839453,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0803, transmission_percent: 92.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0438, transmission_percent: 95.7)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,20-09-2019,3085815,2019-09-20T12:00:00,2019-09-20T05:36:00,2019-09-20T18:25:00,,,,,,voltage derived,R7A-466,-0.1505,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1505, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0658, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,21-09-2019,3085815,2019-09-21T13:30:00,2019-09-21T07:06:00,2019-09-21T18:24:00,,,,,,voltage derived,R7A-466,0.0138,98.62947835,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0138, transmission_percent: 98.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0473, transmission_percent: 95.4)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-09-2019,3085815,2019-09-22T11:30:00,2019-09-22T05:06:00,2019-09-22T18:24:00,,,,,,voltage derived,R7A-466,-0.1873,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1873, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0800, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,23-09-2019,3085815,2019-09-23T13:30:00,2019-09-23T07:07:00,2019-09-23T18:24:00,,,,,,voltage derived,R7A-466,-0.0672,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0672, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0076, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,25-09-2019,3085815,2019-09-25T13:45:00,2019-09-25T07:23:00,2019-09-25T18:23:00,,,,,,voltage derived,R7A-466,-0.0327,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0327, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0264, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,01-10-2019,3085815,2019-10-01T13:50:00,2019-10-01T07:30:00,2019-10-01T18:21:00,,,,,,voltage derived,R7A-466,-0.0086,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0086, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0427, transmission_percent: 95.8)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,03-10-2019,3085815,2019-10-03T11:40:00,2019-10-03T05:21:00,2019-10-03T18:20:00,,,,,,voltage derived,R7A-466,-0.2082,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2082, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1051, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,06-10-2019,3085815,2019-10-06T11:30:00,2019-10-06T05:12:00,2019-10-06T18:19:00,,,,,,voltage derived,R7A-466,-0.1975,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1975, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0855, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,07-10-2019,3085815,2019-10-07T12:10:00,2019-10-07T05:52:00,2019-10-07T18:19:00,,,,,,voltage derived,R7A-466,-0.1454,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1454, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0630, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,15-10-2019,3085815,2019-10-15T11:30:00,2019-10-15T05:14:00,2019-10-15T18:17:00,,,,,,voltage derived,R7A-466,-0.2135,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2135, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0989, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,17-10-2019,3085815,2019-10-17T11:35:00,2019-10-17T05:20:00,2019-10-17T18:17:00,,,,,,voltage derived,R7A-466,-0.2234,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2234, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1089, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,19-10-2019,3085815,2019-10-19T14:30:00,2019-10-19T08:15:00,2019-10-19T18:16:00,,,,,,voltage derived,R7A-466,0.0365,96.41580939,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0365, transmission_percent: 96.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0652, transmission_percent: 93.7)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,22-10-2019,3085815,2019-10-22T11:25:00,2019-10-22T05:11:00,2019-10-22T18:16:00,,,,,,voltage derived,R7A-466,-0.2307,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2307, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1263, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,24-10-2019,3085815,2019-10-24T11:45:00,2019-10-24T05:31:00,2019-10-24T18:15:00,,,,,,voltage derived,R7A-466,-0.2279,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2279, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1136, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,24-10-2019,3085815,2019-10-24T11:50:00,2019-10-24T05:36:00,2019-10-24T18:15:00,,,,,,voltage derived,R7A-466,-0.1994,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1994, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1008, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,31-10-2019,3085815,2019-10-31T11:00:00,2019-10-31T04:46:00,2019-10-31T18:15:00,,,,,,voltage derived,R7A-466,-0.238,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.2380, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.1155, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,02-11-2019,3085815,2019-11-02T13:40:00,2019-11-02T07:26:00,2019-11-02T18:15:00,,,,,,voltage derived,R7A-466,-0.0919,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0919, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0059, transmission_percent: 100.3)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,04-11-2019,3085815,2019-11-04T14:30:00,2019-11-04T08:16:00,2019-11-04T18:15:00,,,,,,voltage derived,R7A-466,-0.0198,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0198, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0273, transmission_percent: 97.3)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,09-11-2019,3085815,2019-11-09T14:00:00,2019-11-09T07:46:00,2019-11-09T18:15:00,,,,,,voltage derived,R7A-466,-0.0672,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.0672, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0107, transmission_percent: 101.0)]",,
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,10-11-2019,3085815,2019-11-10T12:40:00,2019-11-10T06:26:00,2019-11-10T18:15:00,,,,,,voltage derived,R7A-466,-0.1376,101,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: -0.1376, transmission_percent: 101.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: -0.0575, transmission_percent: 101.0)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,22-09-2017,32111329,2017-09-22T20:10:00,2017-09-22T14:18:00,2017-09-22T17:53:00,,,,,,voltage derived,RG8-989,0.216,80.57353019,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2160, transmission_percent: 80.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1318, transmission_percent: 87.7)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,23-09-2017,32111329,2017-09-23T21:08:00,2017-09-23T15:16:00,2017-09-23T17:52:00,,,,,,voltage derived,RG8-989,0.2054,81.43215226,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2054, transmission_percent: 81.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1528, transmission_percent: 85.8)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,24-09-2017,32111329,2017-09-24T18:05:00,2017-09-24T12:14:00,2017-09-24T17:52:00,,,,,,voltage derived,RG8-989,0.117,88.95851932,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1170, transmission_percent: 89.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0985, transmission_percent: 90.6)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,26-09-2017,32111329,2017-09-26T16:00:00,2017-09-26T10:09:00,2017-09-26T17:51:00,,,,,,voltage derived,RG8-989,0.1246,88.2849972,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1246, transmission_percent: 88.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0847, transmission_percent: 91.9)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,27-09-2017,32111329,2017-09-27T15:55:00,2017-09-27T10:05:00,2017-09-27T17:51:00,,,,,,voltage derived,RG8-989,0.183,83.27681557,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1830, transmission_percent: 83.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1212, transmission_percent: 88.6)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,28-09-2017,32111329,2017-09-28T16:06:00,2017-09-28T10:16:00,2017-09-28T17:51:00,,,,,,voltage derived,RG8-989,0.2376,78.85180352,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2376, transmission_percent: 78.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1582, transmission_percent: 85.4)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,29-09-2017,32111329,2017-09-29T15:55:00,2017-09-29T10:06:00,2017-09-29T17:50:00,,,,,,voltage derived,RG8-989,0.1883,82.83661601,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1883, transmission_percent: 82.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1266, transmission_percent: 88.1)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,30-09-2017,32111329,2017-09-30T15:57:00,2017-09-30T10:08:00,2017-09-30T17:50:00,,,,,,voltage derived,RG8-989,0.1765,83.81987792,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1765, transmission_percent: 83.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1336, transmission_percent: 87.5)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,05-10-2017,32111329,2017-10-05T15:51:00,2017-10-05T10:04:00,2017-10-05T17:48:00,,,,,,voltage derived,RG8-989,0.0792,92.38551349,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0792, transmission_percent: 92.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0579, transmission_percent: 94.4)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,06-10-2017,32111329,2017-10-06T16:00:00,2017-10-06T10:13:00,2017-10-06T17:48:00,,,,,,voltage derived,RG8-989,0.0655,93.65990468,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0655, transmission_percent: 93.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0757, transmission_percent: 92.7)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,10-10-2017,32111329,2017-10-10T15:50:00,2017-10-10T10:04:00,2017-10-10T17:47:00,,,,,,voltage derived,RG8-989,0.1467,86.35530045,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1467, transmission_percent: 86.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1060, transmission_percent: 89.9)]",,
3394357,Xavier University Of Louisiana (USLA9WAV),101587,Maryssa Research Project,29.96576,-90.1081,0,11-10-2017,32111329,2017-10-11T16:15:00,2017-10-11T10:30:00,2017-10-11T17:47:00,,,,,,voltage derived,RG8-989,0.1442,86.57145878,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1442, transmission_percent: 86.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1094, transmission_percent: 89.6)]",,
