,gbifID,scientificName,decimalLatitude,decimalLongitude,day,month,year,rain,temp,soil_temp,optical_thickness,transmission_percent
968,2814101054,"Canis latrans Say, 1823",38.978173,-77.269537,19,6,2020,119.6,23.1,24.1,0.466126891,62.74276641
969,2814094490,"Canis latrans Say, 1823",37.766295,-122.488499,3,7,2020,0.0,24.1,19.0,0.077270456,92.56394745
970,2814093641,"Canis latrans Say, 1823",34.203441999999995,-118.31304899999999,7,7,2020,0.0,24.8,19.0,0.077270456,92.56394745
971,2814088217,"Canis latrans Say, 1823",34.093327,-118.43948,23,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
972,2814085501,"Canis latrans Say, 1823",35.850541,-106.492345,13,9,2019,25.3,26.8,27.1,0.3176,72.78938877
973,2814082612,"Canis latrans Say, 1823",41.937045,-70.673152,3,3,2020,66.6,5.1,10.5,0.061672099,94.01911261
975,2814079616,"Canis latrans Say, 1823",34.196589,-116.38668600000001,4,7,2020,0.0,26.7,19.0,0.077270456,92.56394745
976,2814079327,"Canis latrans Say, 1823",42.655658,-70.60271999999999,6,2,2020,61.0,3.5,6.4,0.313141273,73.11466141
977,2814076764,"Canis latrans Say, 1823",37.769645000000004,-122.472755,2,7,2020,0.0,24.1,19.0,0.077270456,92.56394745
978,2814076684,"Canis latrans Say, 1823",40.856388,-104.525775,30,11,2018,12.8,4.5,2.7,0.021771106000000002,97.84641739
979,2814063805,"Canis latrans Say, 1823",37.35495,-122.243187,6,7,2020,0.0,24.1,19.0,0.077270456,92.56394745
980,2814061942,"Canis latrans Say, 1823",45.162092,-123.950988,2,7,2020,2.3,22.3,19.0,0.077270456,92.56394745
981,2814048615,"Canis latrans Say, 1823",39.965363,-105.18021499999999,11,6,2020,21.8,22.6,16.9,0.212363028,80.86710743
982,2814044583,"Canis latrans Say, 1823",26.228015000000003,-80.18777,3,4,2020,43.4,26.5,13.5,0.158196756,85.36817987
983,2814041684,"Canis latrans Say, 1823",37.631091999999995,-122.480671,7,7,2020,0.0,24.1,19.0,0.077270456,92.56394745
984,2814031509,"Canis latrans Say, 1823",37.735662,-121.913901,7,9,2019,2.3,22.4,27.1,0.124577655,88.28696991
985,2814029696,"Canis latrans Say, 1823",33.236041,-111.77026399999998,26,6,2020,0.0,30.8,16.9,0.077960419,92.50010382
986,2814029517,"Canis latrans Say, 1823",41.50867,-72.69698299999999,15,5,2020,38.6,15.2,17.8,0.075538702,92.72438432
987,2814024362,"Canis latrans Say, 1823",44.596947,-69.310312,10,5,2018,25.0,16.4,20.3,0.18624702699999998,83.00685201
988,2814020149,"Canis latrans Say, 1823",41.85107,-70.607883,1,7,2020,32.6,23.7,27.0,0.122710005,88.45201318
989,2814019281,"Canis latrans Say, 1823",48.145082,-117.87375700000001,9,7,2020,2.3,18.9,19.0,0.077270456,92.56394745
990,2814018678,"Canis latrans Say, 1823",43.596995,-72.60954100000001,4,9,2013,70.8,20.5,29.8,0.1954,82.250559
991,2814017407,"Canis latrans Say, 1823",30.285403000000002,-97.779826,31,8,2019,170.9,29.1,27.1,0.112456524,89.36361983
992,2814017180,"Canis latrans Say, 1823",37.602857,-121.703425,30,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
993,2814016029,"Canis latrans Say, 1823",34.096875,-77.8766,22,4,2020,20.8,15.8,13.5,0.158196756,85.36817987
994,2814015725,"Canis latrans Say, 1823",45.187715000000004,-117.85978200000001,23,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
995,2814011185,"Canis latrans Say, 1823",34.132011,-118.17828899999999,5,7,2020,0.0,24.4,19.0,0.077270456,92.56394745
996,2814011153,"Canis latrans Say, 1823",30.474739000000003,-97.25607600000001,4,7,2020,260.3,30.0,30.7,0.09813067,90.65304401
997,2814004400,"Canis latrans thamnos Jackson, 1949",42.256343,-83.708812,5,4,2020,68.5,7.7,13.5,0.158196756,85.36817987
998,2814001494,"Canis latrans Say, 1823",33.425609,-114.63143799999999,4,6,2016,134.4,17.1,17.3,0.253424582,77.61382776
999,2814000396,"Canis latrans Say, 1823",37.572244,-118.699832,28,6,2020,0.0,24.4,16.9,0.077960419,92.50010382
1000,2813998464,"Canis latrans Say, 1823",48.074154,-117.826849,9,7,2020,2.3,18.9,19.0,0.077270456,92.56394745
1001,2813998148,"Canis latrans Say, 1823",41.508706,-72.697023,2,3,2020,21.6,5.8,10.5,0.061672099,94.01911261
1002,2813994559,"Canis latrans Say, 1823",39.631921000000006,-104.841595,10,5,2020,44.0,15.6,12.6,0.082793706,92.05410301
1003,2813994361,"Canis latrans Say, 1823",34.070946,-118.55914399999999,25,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1004,2813990486,"Canis latrans Say, 1823",38.665146,-77.20774499999999,25,4,2020,117.8,13.9,13.5,0.095752537,90.86888547
1005,2813989793,"Canis latrans Say, 1823",38.15305,-122.93844299999999,28,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1006,2813986268,"Canis latrans Say, 1823",39.812582,-104.821682,13,12,2017,1.3,-7.3,0.9,0.1676,84.56920439
1007,2813983895,"Canis latrans Say, 1823",36.621944,-121.938056,30,6,2020,0.0,24.4,16.9,0.077960419,92.50010382
1008,2813983381,"Canis latrans Say, 1823",36.456070000000004,-116.870342,28,6,2020,0.0,30.8,16.9,0.077960419,92.50010382
1009,2813982364,"Canis latrans Say, 1823",42.476775,-70.912217,13,2,2019,52.0,-1.8,4.2,0.065118381,93.69565393
1010,2813982100,"Canis latrans Say, 1823",43.06747,-89.445197,30,6,2020,99.4,23.0,24.1,0.466126891,62.74276641
1011,2813981925,"Canis latrans Say, 1823",32.85307,-117.229408,29,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1012,2813980286,"Canis latrans Say, 1823",26.228015000000003,-80.18777,29,6,2020,26.1,28.0,24.1,0.466126891,62.74276641
1013,2813977497,"Canis latrans Say, 1823",32.817966999999996,-117.05403100000001,29,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1014,2813959471,"Canis latrans Say, 1823",47.672433000000005,-122.304969,25,6,2020,38.7,16.6,16.9,0.077960419,92.50010382
1015,2813959158,"Canis latrans Say, 1823",37.524964000000004,-122.50858400000001,29,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1016,2813954655,"Canis latrans Say, 1823",37.831483,-122.523072,28,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1017,2813949155,"Canis latrans Say, 1823",45.958273999999996,-123.950892,26,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1019,2813943963,"Canis latrans Say, 1823",39.361139,-120.250631,26,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1020,2813943133,"Canis latrans Say, 1823",34.083328,-118.24675,26,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1021,2813942791,"Canis latrans Say, 1823",48.234962,-118.031853,25,6,2020,38.7,16.6,16.9,0.077960419,92.50010382
1022,2813941872,"Canis latrans Say, 1823",41.627633,-87.10990799999999,26,6,2020,99.4,22.9,24.1,0.466126891,62.74276641
1023,2813928825,"Canis latrans Say, 1823",43.641053,-116.18628500000001,25,6,2020,43.7,21.1,16.9,0.077960419,92.50010382
1024,2813926048,"Canis latrans Say, 1823",46.041247999999996,-104.001143,14,5,2020,47.7,11.5,12.6,0.082793706,92.05410301
1025,2813905912,"Canis latrans Say, 1823",37.798856,-122.45396399999998,26,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1026,2813905497,"Canis latrans Say, 1823",37.504014,-122.495171,15,4,2020,23.0,17.0,15.1,0.09774301099999999,90.68819325
1027,2813902930,"Canis latrans Say, 1823",31.844815999999998,-109.424989,15,6,2020,6.5,28.4,24.1,0.212363028,80.86710743
1028,2813900483,"Canis latrans Say, 1823",40.813522999999996,-80.65619699999999,3,5,2020,58.8,14.2,17.8,0.20832979199999999,81.19392212
1029,2813890000,"Canis latrans Say, 1823",30.502488,-97.649252,25,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1030,2813885368,"Canis latrans Say, 1823",34.978628,-106.67839199999999,8,2,2019,34.8,0.0,7.3,0.035976195,96.4663257
1031,2813884247,"Canis latrans Say, 1823",34.1209,-118.10471399999999,25,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1032,2813877844,"Canis latrans Say, 1823",30.483596000000002,-97.735093,21,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1033,2813871433,"Canis latrans Say, 1823",27.85693,-81.376053,18,1,2020,48.4,21.5,6.1,0.290730803,74.77169343
1034,2813861250,"Canis latrans Say, 1823",43.070684,-72.655384,3,7,2020,3.8,23.7,27.0,0.122710005,88.45201318
1035,2804500026,"Canis latrans Say, 1823",31.154640999999998,-100.011392,21,11,2017,0.9,16.0,2.8,0.0535,94.79059409999999
1036,2804492527,"Canis latrans Say, 1823",30.431579,-98.378417,25,2,2002,3.3,12.5,6.2,0.1612,85.11218297
1037,2804491852,"Canis latrans Say, 1823",31.660125,-98.921971,19,3,2008,105.4,12.8,8.6,0.1417,86.78815819
1038,2804486218,"Canis latrans Say, 1823",31.602363,-100.3575,6,10,2007,224.4,19.8,15.6,0.1841,83.18526144
1039,2804485194,"Canis latrans Say, 1823",30.47513,-98.37843199999999,28,11,2003,137.7,15.8,14.9,0.0555,94.60120237
1041,2803170364,"Canis latrans Say, 1823",34.016135999999996,-98.53633,25,6,2020,0.2,27.2,24.1,0.212363028,80.86710743
1042,2803158609,"Canis latrans Say, 1823",38.206697999999996,-85.844389,16,4,2020,21.4,11.4,13.5,0.158196756,85.36817987
1043,2803154146,"Canis latrans Say, 1823",30.504372999999998,-97.735361,15,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1044,2803145553,"Canis latrans Say, 1823",37.783971,-122.506905,13,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1045,2803144356,"Canis latrans Say, 1823",37.773288,-122.463678,24,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1046,2803143731,"Canis latrans Say, 1823",40.523522,-105.114198,7,11,2017,2.5,-0.2,2.8,0.025823900000000004,97.45066848
1047,2803140341,"Canis latrans Say, 1823",44.912552000000005,-93.190726,20,6,2020,129.2,18.9,24.1,0.266350364,76.61706419
1048,2803138364,"Canis latrans Say, 1823",34.164387,-117.31238300000001,13,6,2020,0.0,23.8,16.9,0.077960419,92.50010382
1049,2803127241,"Canis latrans Say, 1823",41.370481,-72.628219,24,6,2020,8.1,21.8,24.1,0.466126891,62.74276641
1050,2803126617,"Canis latrans Say, 1823",37.828074,-120.135875,26,5,2020,0.6,21.2,12.6,0.082793706,92.05410301
1051,2803121588,"Canis latrans Say, 1823",45.596544,-122.697972,13,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1052,2803119399,"Canis latrans Say, 1823",45.610833,-122.769722,18,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1053,2803118449,"Canis latrans Say, 1823",34.151536,-118.22369499999999,21,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1054,2803118302,"Canis latrans Say, 1823",42.214619,-87.806736,14,6,2018,182.5,22.6,20.3,0.068393404,93.38930038
1055,2803104743,"Canis latrans Say, 1823",41.985761,-87.688569,15,1,2020,62.8,-0.5,6.5,0.102035537,90.29974614
1056,2803098952,"Canis latrans Say, 1823",38.903347,-120.03816699999999,13,6,2020,0.0,24.4,16.9,0.077960419,92.50010382
1057,2803090583,"Canis latrans Say, 1823",35.6719,-117.6169,10,6,2018,0.3,21.8,17.0,0.266521143,76.60398070000001
1058,2803077602,"Canis latrans Say, 1823",30.300289000000003,-95.803874,12,6,2020,174.6,26.6,24.1,0.212363028,80.86710743
1059,2803077584,"Canis latrans Say, 1823",43.036857,-87.928031,15,6,2020,99.4,23.0,24.1,0.466126891,62.74276641
1060,2803076868,"Canis latrans Say, 1823",33.098539,-116.471304,18,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1061,2803071830,"Canis latrans Say, 1823",42.201881,-118.627798,20,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1062,2803071666,"Canis latrans Say, 1823",44.888467,-93.102944,22,6,2020,129.2,18.9,24.1,0.266350364,76.61706419
1063,2803061140,"Canis latrans Say, 1823",39.897737,-105.25359499999999,25,6,2020,21.8,22.6,16.9,0.212363028,80.86710743
1064,2803059574,"Canis latrans Say, 1823",34.091895,-111.35909199999999,16,6,2020,0.0,30.8,16.9,0.077960419,92.50010382
1065,2803050369,"Canis latrans Say, 1823",42.477090000000004,-71.535829,17,6,2020,19.8,20.5,24.1,0.466126891,62.74276641
1066,2803042337,"Canis latrans Say, 1823",44.91512,-93.18773399999999,25,6,2020,129.2,18.9,24.1,0.266350364,76.61706419
1067,2803040946,"Canis latrans Say, 1823",32.751775,-117.059451,22,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1068,2803038959,"Canis latrans Say, 1823",37.7,-119.59,17,6,2020,0.0,24.4,16.9,0.077960419,92.50010382
1069,2803036678,"Canis latrans Say, 1823",43.545592,-103.48157900000001,19,6,2020,21.8,20.4,16.9,0.266350364,76.61706419
1070,2803036557,"Canis latrans Say, 1823",37.874337,-121.988729,15,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1071,2803032813,"Canis latrans Say, 1823",33.861012,-117.89003000000001,18,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1072,2803026426,"Canis latrans Say, 1823",32.741377,-116.969877,11,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1073,2803024687,"Canis latrans Say, 1823",38.498019,-121.581767,16,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1074,2803024580,"Canis latrans Say, 1823",33.101147,-116.70321000000001,15,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1075,2803017674,"Canis latrans Say, 1823",33.046695,-116.936073,14,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1076,2803015620,"Canis latrans Say, 1823",37.743295,-122.415245,24,4,2020,23.0,17.0,15.1,0.09774301099999999,90.68819325
1077,2803007804,"Canis latrans Say, 1823",35.819437,-97.446037,19,5,2020,1.2,21.6,19.4,0.072046733,93.04874105
1078,2803001532,"Canis latrans Say, 1823",37.699138,-119.586487,17,6,2020,0.0,24.4,16.9,0.077960419,92.50010382
1079,2802998382,"Canis latrans Say, 1823",39.798252000000005,-83.92293199999999,1,6,2020,45.9,23.6,24.1,0.466126891,62.74276641
1080,2802997200,"Canis latrans Say, 1823",31.823396999999996,-106.56326999999999,16,6,2020,6.5,28.4,24.1,0.212363028,80.86710743
1081,2802994291,"Canis latrans Say, 1823",42.187742,-70.751678,17,6,2020,103.2,19.7,24.1,0.466126891,62.74276641
1082,2802984300,"Canis latrans Say, 1823",34.086886,-118.28367,21,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1083,2802981171,"Canis latrans Say, 1823",41.89225,-88.472301,23,6,2020,99.4,23.0,24.1,0.466126891,62.74276641
1084,2802973589,"Canis latrans Say, 1823",37.906234000000005,-122.25793,19,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1085,2802964056,"Canis latrans Say, 1823",26.219216999999997,-97.34926899999999,19,6,2020,174.6,26.6,24.1,0.212363028,80.86710743
1086,2802939389,"Canis latrans Say, 1823",33.051052,-96.928795,14,4,2019,54.4,18.4,15.9,0.158018687,85.38338262
1087,2802939251,"Canis latrans Say, 1823",34.273548999999996,-118.332899,13,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1088,2802939192,"Canis latrans Say, 1823",30.475926,-97.687083,8,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1089,2802928885,"Canis latrans Say, 1823",39.818321000000005,-105.37249399999999,11,6,2020,21.8,22.6,16.9,0.212363028,80.86710743
1090,2802925125,"Canis latrans Say, 1823",44.924040000000005,-110.286331,7,6,2020,43.7,16.9,16.9,0.077960419,92.50010382
1091,2802923996,"Canis latrans Say, 1823",34.86974,-111.76098999999999,30,12,2018,98.7,14.3,7.5,0.28879277600000003,74.91674346
1092,2802923014,"Canis latrans Say, 1823",34.480854,-110.72778100000001,11,6,2020,0.0,19.4,16.9,0.077960419,92.50010382
1093,2802911232,"Canis latrans Say, 1823",30.421910999999998,-97.742097,8,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1094,2802909419,"Canis latrans Say, 1823",41.905445,-89.383133,24,6,2020,99.4,23.0,24.1,0.266350364,76.61706419
1095,2802903070,"Canis latrans Say, 1823",46.341696999999996,-87.06022,16,6,2020,18.9,18.9,24.1,0.466126891,62.74276641
1096,2802901243,"Canis latrans Say, 1823",47.671938,-122.335105,17,6,2020,38.7,16.6,16.9,0.077960419,92.50010382
1097,2802893006,"Canis latrans Say, 1823",48.813292,-122.634552,11,6,2020,38.7,16.6,16.9,0.077960419,92.50010382
1098,2802889880,"Canis latrans Say, 1823",34.071414000000004,-118.559463,22,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1099,2802889673,"Canis latrans Say, 1823",34.072178,-118.56121200000001,20,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1100,2802887491,"Canis latrans Say, 1823",43.80505,-72.437661,23,6,2020,10.0,19.1,24.1,0.466126891,62.74276641
1101,2802885930,"Canis latrans Say, 1823",37.863638,-121.92869499999999,13,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1102,2802884356,"Canis latrans Say, 1823",34.073692,-118.55268000000001,24,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1103,2802880420,"Canis latrans Say, 1823",37.509933000000004,-122.50516499999999,22,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1104,2802867825,"Canis latrans Say, 1823",30.487256,-97.738198,10,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1105,2802867785,"Canis latrans Say, 1823",47.565312,-122.12346200000002,27,5,2020,21.6,15.4,12.6,0.07383377099999999,92.88260784
1106,2802866513,"Canis latrans Say, 1823",33.680735,-112.222549,25,6,2020,0.0,30.8,16.9,0.077960419,92.50010382
1107,2802851409,"Canis latrans Say, 1823",39.004172,-77.168762,20,12,2019,18.9,6.5,6.0,0.061941956,93.99374433
1109,2802842377,"Canis latrans Say, 1823",30.64136,-97.627139,23,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1110,2802841850,"Canis latrans Say, 1823",40.722907,-96.627387,22,6,2020,129.2,25.5,24.1,0.266350364,76.61706419
1111,2802838040,"Canis latrans Say, 1823",43.037181,-88.08766899999999,29,3,2020,76.2,5.1,10.5,1.0,36.78794412
1112,2802833969,"Canis latrans Say, 1823",36.137553000000004,-97.016991,13,3,2020,80.3,16.9,12.7,0.131927333,87.64046782
1113,2802827942,"Canis latrans Say, 1823",41.932176,-73.022899,5,11,2019,57.2,2.8,9.6,0.062508043,93.9405507
1115,2802822373,"Canis latrans Say, 1823",47.79673,-122.378998,8,6,2020,38.7,16.6,16.9,0.077960419,92.50010382
1116,2802812153,"Canis latrans Say, 1823",40.995889,-112.19796399999998,9,7,2018,33.9,23.5,22.8,0.22358882,79.96438645
1118,2802802981,"Canis latrans Say, 1823",30.562165999999998,-97.743901,17,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1119,2802802396,"Canis latrans Say, 1823",34.106195,-118.24275700000001,17,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1120,2802800552,"Canis latrans Say, 1823",42.069539,-72.614812,14,4,2020,71.9,6.6,13.5,0.075432311,92.73424993
1121,2802800048,"Canis latrans Say, 1823",31.836764000000002,-110.35741000000002,31,5,2020,0.0,25.1,19.4,0.082793706,92.05410301
1122,2802797520,"Canis latrans Say, 1823",33.105553,-116.706875,14,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1123,2802797369,"Canis latrans Say, 1823",37.384197,-122.175178,13,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1124,2802792565,"Canis latrans Say, 1823",34.244438,-118.48048899999999,16,6,2020,0.0,22.3,16.9,0.077960419,92.50010382
1126,2802789021,"Canis latrans Say, 1823",38.564161999999996,-121.628208,19,8,2018,1.8,15.2,20.0,0.12985706,87.82209549
1127,2802787756,"Canis latrans thamnos Jackson, 1949",42.467294,-71.307151,25,2,2007,0.4,-1.2,-6.5,0.207,81.301965
1128,2802786675,"Canis latrans Say, 1823",30.123433000000002,-81.542642,16,6,2020,26.1,26.4,24.1,0.466126891,62.74276641
1129,2802784928,"Canis latrans Say, 1823",33.045914,-116.936058,14,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1130,2802774413,"Canis latrans Say, 1823",32.203727,-110.989327,21,6,2020,0.0,22.5,24.1,0.077960419,92.50010382
1131,2802772021,"Canis latrans Say, 1823",35.814842,-82.597049,14,4,2020,109.4,15.6,13.5,0.158196756,85.36817987
1132,2802771063,"Canis latrans Say, 1823",37.637963,-121.771943,3,1,2020,2.5,10.6,18.2,0.050560192000000004,95.06967023
1133,2802770042,"Canis latrans Say, 1823",34.048826,-118.006309,11,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1134,2802764128,"Canis latrans Say, 1823",41.86404,-88.053574,23,6,2020,99.4,23.0,24.1,0.466126891,62.74276641
1135,2802763021,"Canis latrans Say, 1823",32.868992,-117.178903,2,6,2020,0.0,22.5,16.9,0.077960419,92.50010382
1136,2802761120,"Canis latrans Say, 1823",27.870883000000003,-82.845672,17,6,2020,26.1,28.5,24.1,0.466126891,62.74276641
1137,2802753275,"Canis latrans Say, 1823",34.191383,-96.729529,6,1,2019,7.5,6.5,6.0,1.68381155,18.56649544
1138,2802753037,"Canis latrans Say, 1823",28.5033,-81.100436,22,6,2020,26.1,28.5,24.1,0.466126891,62.74276641
1139,2802750825,"Canis latrans Say, 1823",39.651785,-119.85473400000001,9,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1140,2802750072,"Canis latrans Say, 1823",37.794571999999995,-122.45702,22,5,2020,33.7,20.7,12.6,0.082793706,92.05410301
1141,2802742548,"Canis latrans Say, 1823",41.607742,-87.28494599999999,16,5,2020,127.2,15.4,17.8,0.10398015699999999,90.12431805
1142,2802739617,"Canis latrans Say, 1823",37.561321,-105.71082,18,6,2020,21.8,22.6,24.1,0.212363028,80.86710743
1143,2802738906,"Canis latrans Say, 1823",26.731559999999998,-81.907425,16,6,2020,26.1,28.5,24.1,0.466126891,62.74276641
1144,2802736987,"Canis latrans Say, 1823",30.532134999999997,-97.78537,13,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
1145,2802735577,"Canis latrans Say, 1823",43.643159000000004,-72.411743,5,6,2020,10.0,19.1,24.1,0.466126891,62.74276641
1146,2802734952,"Canis latrans Say, 1823",45.515654,-122.712755,20,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1147,2802734094,"Canis latrans Say, 1823",34.07894,-118.24418700000001,17,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1148,2802732259,"Canis latrans Say, 1823",39.553098999999996,-105.098969,17,6,2020,21.8,22.6,16.9,0.212363028,80.86710743
1149,2802731952,"Canis latrans Say, 1823",39.647989,-111.895425,15,6,2020,43.7,21.1,16.9,0.077960419,92.50010382
1150,2802730999,"Canis latrans Say, 1823",32.87992,-96.803958,15,6,2020,0.2,27.2,24.1,0.212363028,80.86710743
1151,2802719267,"Canis latrans Say, 1823",36.440231,-121.79114299999999,19,4,2020,3.3,16.8,15.1,0.09774301099999999,90.68819325
1152,2802717461,"Canis latrans Say, 1823",42.8695,-121.802485,11,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1153,2802710590,"Canis latrans Say, 1823",29.240484000000002,-96.705111,16,2,2020,13.8,12.9,7.2,0.060409011,94.13794202
1154,2802708140,"Canis latrans Say, 1823",46.160552,-123.925024,12,6,2020,46.0,15.3,16.9,0.077960419,92.50010382
1155,2802703515,"Canis latrans Say, 1823",33.680539,-112.22261499999999,25,6,2020,0.0,30.8,16.9,0.077960419,92.50010382
1156,2802698720,"Canis latrans Say, 1823",34.115859,-117.744047,22,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1157,2802698152,"Canis latrans Say, 1823",44.937988,-110.44373300000001,15,6,2020,43.7,16.9,16.9,0.077960419,92.50010382
1158,2802698087,"Canis latrans Say, 1823",34.192665000000005,-118.139648,24,6,2020,0.0,21.5,16.9,0.077960419,92.50010382
1159,2802697215,"Canis latrans Say, 1823",30.10033,-82.80902900000001,4,6,2020,26.1,26.4,24.1,0.466126891,62.74276641
1160,2802690905,"Canis latrans Say, 1823",39.939683,-105.10920800000001,14,6,2020,21.8,22.6,16.9,0.212363028,80.86710743
1161,2802690080,"Canis latrans Say, 1823",42.79238,-70.871042,17,6,2020,19.8,20.5,24.1,0.466126891,62.74276641
1162,2802687594,"Canis latrans Say, 1823",35.576029,-83.501199,16,6,2020,125.2,22.4,24.1,0.466126891,62.74276641
1163,2802682664,"Canis latrans Say, 1823",35.80682,-82.46911300000001,16,6,2020,125.2,22.4,24.1,0.466126891,62.74276641
1164,2802667033,"Canis latrans Say, 1823",37.787793,-122.499597,23,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1165,2802662233,"Canis latrans Say, 1823",43.643159000000004,-72.411743,6,6,2020,10.0,19.1,24.1,0.466126891,62.74276641
1166,2802660958,"Canis latrans Say, 1823",38.317972,-77.50663,15,6,2020,119.6,23.1,24.1,0.466126891,62.74276641
1167,2802640399,"Canis latrans Say, 1823",39.744155,-121.981297,21,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1168,2802638246,"Canis latrans Say, 1823",42.275263,-122.80347900000001,24,6,2020,46.0,19.5,16.9,0.077960419,92.50010382
1169,2802637363,"Canis latrans Say, 1823",37.713458,-122.37935800000001,10,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1170,2802628247,"Canis latrans Say, 1823",37.991088,-122.20282900000001,17,6,2020,0.0,23.3,16.9,0.077960419,92.50010382
1171,2802624504,"Canis latrans Say, 1823",27.187893,-81.35244200000001,16,5,2020,242.6,25.7,17.8,0.20832979199999999,81.19392212
1173,2802599609,"Canis latrans thamnos Jackson, 1949",42.61213,-83.026211,26,4,2020,68.5,7.7,13.5,0.158196756,85.36817987
1174,2802598152,"Canis latrans Say, 1823",31.82452,-106.56561699999999,13,6,2020,6.5,28.4,24.1,0.212363028,80.86710743
1175,2802594093,"Canis latrans Say, 1823",31.288763,-89.21646199999999,11,6,2020,156.7,26.4,24.1,0.212363028,80.86710743
1176,2802592865,"Canis latrans Say, 1823",39.522919,-118.51298600000001,31,1,2020,2.5,9.3,18.2,0.050560192000000004,95.06967023
1177,2802589879,"Canis latrans Say, 1823",42.65762,-70.600912,6,6,2020,19.8,20.5,24.1,0.466126891,62.74276641
1178,2802585570,"Canis latrans Say, 1823",34.97135,-106.67706799999999,9,2,2019,34.8,0.0,7.3,0.035976195,96.4663257
1179,2802573930,"Canis latrans Say, 1823",35.064989000000004,-109.782602,25,11,2016,46.2,19.4,17.5,0.6074,54.47654195
1180,2802573496,"Canis latrans Say, 1823",39.733242,-104.768012,20,6,2019,42.8,19.1,16.6,0.136693037,87.223793
1182,2802567889,"Canis latrans Say, 1823",37.603621999999994,-122.508329,25,9,2018,0.0,21.7,21.8,0.054988376,94.64961504
1183,2802564611,"Canis latrans Say, 1823",40.197831,-100.313805,10,6,2019,42.8,19.1,24.5,0.136693037,87.223793
1184,2802555172,"Canis latrans Say, 1823",33.651519,-117.681156,8,5,2020,4.6,17.3,12.6,0.082793706,92.05410301
1185,2802551621,"Canis latrans Say, 1823",40.711177,-96.82570799999999,25,4,2020,18.0,12.1,13.5,0.082356088,92.09439632
1186,2802549513,"Canis latrans Say, 1823",40.450888,-80.303275,13,1,2020,100.4,0.4,6.1,0.102035537,90.29974614
1187,2802547193,"Canis latrans Say, 1823",30.535667999999998,-97.773297,12,6,2020,7.5,26.9,24.1,0.212363028,80.86710743
